Head,Relation,Tail
Romidepsin,HAS_SIDE_EFFECT,Dermatitis
Romidepsin,HAS_SIDE_EFFECT,Dermatitis exfoliative
Romidepsin,HAS_SIDE_EFFECT,Diarrhoea
Romidepsin,HAS_SIDE_EFFECT,Dysgeusia
Romidepsin,HAS_SIDE_EFFECT,Dyspnoea
Romidepsin,HAS_SIDE_EFFECT,Oedema
Romidepsin,HAS_SIDE_EFFECT,Fatigue
Romidepsin,HAS_SIDE_EFFECT,Body temperature increased
Romidepsin,HAS_SIDE_EFFECT,Gastrointestinal disorder
Romidepsin,HAS_SIDE_EFFECT,Headache
Romidepsin,HAS_SIDE_EFFECT,Cardiac disorder
Romidepsin,HAS_SIDE_EFFECT,Hyperbilirubinaemia
Romidepsin,HAS_SIDE_EFFECT,Hyperglycaemia
Romidepsin,HAS_SIDE_EFFECT,Hypersensitivity
Romidepsin,HAS_SIDE_EFFECT,Hypocalcaemia
Romidepsin,HAS_SIDE_EFFECT,Hypokalaemia
Romidepsin,HAS_SIDE_EFFECT,Hyponatraemia
Romidepsin,HAS_SIDE_EFFECT,Hypotension
Romidepsin,HAS_SIDE_EFFECT,Renal failure acute
Romidepsin,HAS_SIDE_EFFECT,Leukopenia
Romidepsin,HAS_SIDE_EFFECT,Lymphopenia
Romidepsin,HAS_SIDE_EFFECT,Mediastinal disorder
Romidepsin,HAS_SIDE_EFFECT,Multi-organ failure
Romidepsin,HAS_SIDE_EFFECT,Nausea
Romidepsin,HAS_SIDE_EFFECT,Nervous system disorder
Romidepsin,HAS_SIDE_EFFECT,Neutropenia
Romidepsin,HAS_SIDE_EFFECT,Pneumonia
Romidepsin,HAS_SIDE_EFFECT,Pruritus
Romidepsin,HAS_SIDE_EFFECT,Pulmonary embolism
Romidepsin,HAS_SIDE_EFFECT,Acute respiratory distress syndrome
Romidepsin,HAS_SIDE_EFFECT,Cardiogenic shock
Romidepsin,HAS_SIDE_EFFECT,Septic shock
Romidepsin,HAS_SIDE_EFFECT,Stomatitis
Romidepsin,HAS_SIDE_EFFECT,Dizziness
Romidepsin,HAS_SIDE_EFFECT,Loss of consciousness
Romidepsin,HAS_SIDE_EFFECT,Shock
Romidepsin,HAS_SIDE_EFFECT,Syncope
Romidepsin,HAS_SIDE_EFFECT,Tachycardia
Romidepsin,HAS_SIDE_EFFECT,Thrombocytopenia
Romidepsin,HAS_SIDE_EFFECT,Vomiting
Romidepsin,HAS_SIDE_EFFECT,Weight decreased
Romidepsin,HAS_SIDE_EFFECT,Mycosis fungoides
Romidepsin,HAS_SIDE_EFFECT,Chills
Romidepsin,HAS_SIDE_EFFECT,Ventricular arrhythmia
Romidepsin,HAS_SIDE_EFFECT,Oedema peripheral
Romidepsin,HAS_SIDE_EFFECT,Hypophosphataemia
Romidepsin,HAS_SIDE_EFFECT,Deep vein thrombosis
Romidepsin,HAS_SIDE_EFFECT,Hypermagnesaemia
Romidepsin,HAS_SIDE_EFFECT,Hypomagnesaemia
Romidepsin,HAS_SIDE_EFFECT,Myocardial ischaemia
Romidepsin,HAS_SIDE_EFFECT,Aspartate aminotransferase increased
Romidepsin,HAS_SIDE_EFFECT,Alanine aminotransferase increased
Romidepsin,HAS_SIDE_EFFECT,Malnutrition
Romidepsin,HAS_SIDE_EFFECT,Hypoalbuminaemia
Romidepsin,HAS_SIDE_EFFECT,Disease progression
Romidepsin,HAS_SIDE_EFFECT,Sepsis
Romidepsin,HAS_SIDE_EFFECT,Death
Romidepsin,HAS_SIDE_EFFECT,Arrhythmia supraventricular
Romidepsin,HAS_SIDE_EFFECT,Blood uric acid increased
Romidepsin,HAS_SIDE_EFFECT,Hyperuricaemia
Romidepsin,HAS_SIDE_EFFECT,Febrile neutropenia
Romidepsin,HAS_SIDE_EFFECT,Device related infection
Romidepsin,HAS_SIDE_EFFECT,Candida sepsis
Romidepsin,HAS_SIDE_EFFECT,Cardiopulmonary failure
Buscopan,HAS_SIDE_EFFECT,Anaphylactic shock
Buscopan,HAS_SIDE_EFFECT,Angioedema
Buscopan,HAS_SIDE_EFFECT,Diarrhoea
Buscopan,HAS_SIDE_EFFECT,Dizziness
Buscopan,HAS_SIDE_EFFECT,Dyspnoea
Buscopan,HAS_SIDE_EFFECT,Rash
Buscopan,HAS_SIDE_EFFECT,Dermatitis
Buscopan,HAS_SIDE_EFFECT,Eye disorder
Buscopan,HAS_SIDE_EFFECT,Flushing
Buscopan,HAS_SIDE_EFFECT,Gastrointestinal disorder
Buscopan,HAS_SIDE_EFFECT,Glaucoma
Buscopan,HAS_SIDE_EFFECT,Cardiac disorder
Buscopan,HAS_SIDE_EFFECT,Hypersensitivity
Buscopan,HAS_SIDE_EFFECT,Hypotension
Buscopan,HAS_SIDE_EFFECT,Immune system disorder
Buscopan,HAS_SIDE_EFFECT,Mydriasis
Buscopan,HAS_SIDE_EFFECT,Nausea
Buscopan,HAS_SIDE_EFFECT,Dyshidrotic eczema
Buscopan,HAS_SIDE_EFFECT,Pruritus
Buscopan,HAS_SIDE_EFFECT,Shock
Buscopan,HAS_SIDE_EFFECT,Tachycardia
Buscopan,HAS_SIDE_EFFECT,Erythema
Buscopan,HAS_SIDE_EFFECT,Urethral disorder
Buscopan,HAS_SIDE_EFFECT,Urinary tract disorder
Buscopan,HAS_SIDE_EFFECT,Urticaria
Buscopan,HAS_SIDE_EFFECT,Angiopathy
Buscopan,HAS_SIDE_EFFECT,Visual impairment
Buscopan,HAS_SIDE_EFFECT,Dry mouth
Buscopan,HAS_SIDE_EFFECT,Urinary retention
Buscopan,HAS_SIDE_EFFECT,Retinal pigmentation
Buscopan,HAS_SIDE_EFFECT,Accommodation disorder
Buscopan,HAS_SIDE_EFFECT,Skin disorder
Buscopan,HAS_SIDE_EFFECT,Drug eruption
Buscopan,HAS_SIDE_EFFECT,Intraocular pressure increased
Buscopan,HAS_SIDE_EFFECT,Anaphylactoid reaction
Lisinopril,HAS_SIDE_EFFECT,Gastrointestinal pain
Lisinopril,HAS_SIDE_EFFECT,Abdominal pain
Lisinopril,HAS_SIDE_EFFECT,Agranulocytosis
Lisinopril,HAS_SIDE_EFFECT,Alopecia
Lisinopril,HAS_SIDE_EFFECT,Anaemia
Lisinopril,HAS_SIDE_EFFECT,Haemolytic anaemia
Lisinopril,HAS_SIDE_EFFECT,Angina pectoris
Lisinopril,HAS_SIDE_EFFECT,Angioedema
Lisinopril,HAS_SIDE_EFFECT,Decreased appetite
Lisinopril,HAS_SIDE_EFFECT,Anuria
Lisinopril,HAS_SIDE_EFFECT,Anxiety
Lisinopril,HAS_SIDE_EFFECT,Arrhythmia
Lisinopril,HAS_SIDE_EFFECT,Arthralgia
Lisinopril,HAS_SIDE_EFFECT,Musculoskeletal discomfort
Lisinopril,HAS_SIDE_EFFECT,Arthritis
Lisinopril,HAS_SIDE_EFFECT,Asthenia
Lisinopril,HAS_SIDE_EFFECT,Asthma
Lisinopril,HAS_SIDE_EFFECT,Ataxia
Lisinopril,HAS_SIDE_EFFECT,Atrial fibrillation
Lisinopril,HAS_SIDE_EFFECT,Atrial flutter
Lisinopril,HAS_SIDE_EFFECT,Back pain
Lisinopril,HAS_SIDE_EFFECT,Mental disorder
Lisinopril,HAS_SIDE_EFFECT,Breast disorder
Lisinopril,HAS_SIDE_EFFECT,Bronchospasm
Lisinopril,HAS_SIDE_EFFECT,Bronchitis
Lisinopril,HAS_SIDE_EFFECT,Bursitis
Lisinopril,HAS_SIDE_EFFECT,Transient ischaemic attack
Lisinopril,HAS_SIDE_EFFECT,Neck pain
Lisinopril,HAS_SIDE_EFFECT,Chest pain
Lisinopril,HAS_SIDE_EFFECT,Nasopharyngitis
Lisinopril,HAS_SIDE_EFFECT,Rhinitis
Lisinopril,HAS_SIDE_EFFECT,Infection
Lisinopril,HAS_SIDE_EFFECT,Confusional state
Lisinopril,HAS_SIDE_EFFECT,Feeling abnormal
Lisinopril,HAS_SIDE_EFFECT,Constipation
Lisinopril,HAS_SIDE_EFFECT,Cough
Lisinopril,HAS_SIDE_EFFECT,Cystitis noninfective
Lisinopril,HAS_SIDE_EFFECT,Cystitis
Lisinopril,HAS_SIDE_EFFECT,Bladder pain
Lisinopril,HAS_SIDE_EFFECT,Pancytopenia
Lisinopril,HAS_SIDE_EFFECT,Disturbance in sexual arousal
Lisinopril,HAS_SIDE_EFFECT,Libido decreased
Lisinopril,HAS_SIDE_EFFECT,Dehydration
Lisinopril,HAS_SIDE_EFFECT,Depression
Lisinopril,HAS_SIDE_EFFECT,Diarrhoea
Lisinopril,HAS_SIDE_EFFECT,Diplopia
Lisinopril,HAS_SIDE_EFFECT,Dizziness
Lisinopril,HAS_SIDE_EFFECT,Dysgeusia
Lisinopril,HAS_SIDE_EFFECT,Dyspepsia
Lisinopril,HAS_SIDE_EFFECT,Dyspnoea
Lisinopril,HAS_SIDE_EFFECT,Dysuria
Lisinopril,HAS_SIDE_EFFECT,Ear disorder
Lisinopril,HAS_SIDE_EFFECT,Eczema
Lisinopril,HAS_SIDE_EFFECT,Oedema
Lisinopril,HAS_SIDE_EFFECT,Endocrine disorder
Lisinopril,HAS_SIDE_EFFECT,Eosinophilia
Lisinopril,HAS_SIDE_EFFECT,Toxic epidermal necrolysis
Lisinopril,HAS_SIDE_EFFECT,Epistaxis
Lisinopril,HAS_SIDE_EFFECT,Erythema multiforme
Lisinopril,HAS_SIDE_EFFECT,Rash
Lisinopril,HAS_SIDE_EFFECT,Dermatitis
Lisinopril,HAS_SIDE_EFFECT,Fatigue
Lisinopril,HAS_SIDE_EFFECT,Body temperature increased
Lisinopril,HAS_SIDE_EFFECT,Flank pain
Lisinopril,HAS_SIDE_EFFECT,Flatulence
Lisinopril,HAS_SIDE_EFFECT,Flushing
Lisinopril,HAS_SIDE_EFFECT,Gastritis
Lisinopril,HAS_SIDE_EFFECT,Gastroenteritis
Lisinopril,HAS_SIDE_EFFECT,Gastrointestinal disorder
Lisinopril,HAS_SIDE_EFFECT,Gout
Lisinopril,HAS_SIDE_EFFECT,Hallucination
Lisinopril,HAS_SIDE_EFFECT,Headache
Lisinopril,HAS_SIDE_EFFECT,Cardiac arrest
Lisinopril,HAS_SIDE_EFFECT,Haematuria
Lisinopril,HAS_SIDE_EFFECT,Haemoptysis
Lisinopril,HAS_SIDE_EFFECT,Hepatitis
Lisinopril,HAS_SIDE_EFFECT,Herpes zoster
Lisinopril,HAS_SIDE_EFFECT,Hyperglycaemia
Lisinopril,HAS_SIDE_EFFECT,Hyperkalaemia
Lisinopril,HAS_SIDE_EFFECT,Hyperlipidaemia
Lisinopril,HAS_SIDE_EFFECT,Hypersensitivity
Lisinopril,HAS_SIDE_EFFECT,Hypoglycaemia
Lisinopril,HAS_SIDE_EFFECT,Hyponatraemia
Lisinopril,HAS_SIDE_EFFECT,Hypotension
Lisinopril,HAS_SIDE_EFFECT,Orthostatic hypotension
Lisinopril,HAS_SIDE_EFFECT,Inappropriate antidiuretic hormone secretion
Lisinopril,HAS_SIDE_EFFECT,Infarction
Lisinopril,HAS_SIDE_EFFECT,Influenza
Lisinopril,HAS_SIDE_EFFECT,Irritability
Lisinopril,HAS_SIDE_EFFECT,Jaundice
Lisinopril,HAS_SIDE_EFFECT,Jaundice cholestatic
Lisinopril,HAS_SIDE_EFFECT,Osteoarthritis
Lisinopril,HAS_SIDE_EFFECT,Arthropathy
Lisinopril,HAS_SIDE_EFFECT,Renal failure acute
Lisinopril,HAS_SIDE_EFFECT,Laryngeal oedema
Lisinopril,HAS_SIDE_EFFECT,Laryngitis
Lisinopril,HAS_SIDE_EFFECT,Pain in extremity
Lisinopril,HAS_SIDE_EFFECT,Leukocytosis
Lisinopril,HAS_SIDE_EFFECT,Leukopenia
Lisinopril,HAS_SIDE_EFFECT,Lung neoplasm
Lisinopril,HAS_SIDE_EFFECT,Breast pain
Lisinopril,HAS_SIDE_EFFECT,Mediastinal disorder
Lisinopril,HAS_SIDE_EFFECT,Muscle spasms
Lisinopril,HAS_SIDE_EFFECT,Hypertonia
Lisinopril,HAS_SIDE_EFFECT,Myocardial infarction
Lisinopril,HAS_SIDE_EFFECT,Acute coronary syndrome
Lisinopril,HAS_SIDE_EFFECT,Nasal congestion
Lisinopril,HAS_SIDE_EFFECT,Nausea
Lisinopril,HAS_SIDE_EFFECT,Nervousness
Lisinopril,HAS_SIDE_EFFECT,Tension
Lisinopril,HAS_SIDE_EFFECT,Neutropenia
Lisinopril,HAS_SIDE_EFFECT,Blood urea increased
Lisinopril,HAS_SIDE_EFFECT,Oliguria
Lisinopril,HAS_SIDE_EFFECT,Otitis media
Lisinopril,HAS_SIDE_EFFECT,Pain
Lisinopril,HAS_SIDE_EFFECT,Palpitations
Lisinopril,HAS_SIDE_EFFECT,Pancreatitis
Lisinopril,HAS_SIDE_EFFECT,Paraesthesia
Lisinopril,HAS_SIDE_EFFECT,Pelvic pain
Lisinopril,HAS_SIDE_EFFECT,Pemphigus
Lisinopril,HAS_SIDE_EFFECT,Neuropathy peripheral
Lisinopril,HAS_SIDE_EFFECT,Persistent foetal circulation
Lisinopril,HAS_SIDE_EFFECT,Pharyngitis
Lisinopril,HAS_SIDE_EFFECT,Pleural effusion
Lisinopril,HAS_SIDE_EFFECT,Pneumonia
Lisinopril,HAS_SIDE_EFFECT,Proteinuria
Lisinopril,HAS_SIDE_EFFECT,Protein urine present
Lisinopril,HAS_SIDE_EFFECT,Pruritus
Lisinopril,HAS_SIDE_EFFECT,Psoriasis
Lisinopril,HAS_SIDE_EFFECT,Pulmonary oedema
Lisinopril,HAS_SIDE_EFFECT,Pulmonary embolism
Lisinopril,HAS_SIDE_EFFECT,Pulmonary eosinophilia
Lisinopril,HAS_SIDE_EFFECT,Pyelonephritis
Lisinopril,HAS_SIDE_EFFECT,Shock
Lisinopril,HAS_SIDE_EFFECT,Musculoskeletal pain
Lisinopril,HAS_SIDE_EFFECT,Salivary hypersecretion
Lisinopril,HAS_SIDE_EFFECT,Sinusitis
Lisinopril,HAS_SIDE_EFFECT,Skin disorder
Lisinopril,HAS_SIDE_EFFECT,Skin infection
Lisinopril,HAS_SIDE_EFFECT,Sleep disorder
Lisinopril,HAS_SIDE_EFFECT,Stevens-Johnson syndrome
Lisinopril,HAS_SIDE_EFFECT,Cerebrovascular accident
Lisinopril,HAS_SIDE_EFFECT,Hyperhidrosis
Lisinopril,HAS_SIDE_EFFECT,Loss of consciousness
Lisinopril,HAS_SIDE_EFFECT,Syncope
Lisinopril,HAS_SIDE_EFFECT,Tachycardia
Lisinopril,HAS_SIDE_EFFECT,Thrombocytopenia
Lisinopril,HAS_SIDE_EFFECT,Tinnitus
Lisinopril,HAS_SIDE_EFFECT,Tremor
Lisinopril,HAS_SIDE_EFFECT,Erythema
Lisinopril,HAS_SIDE_EFFECT,Upper respiratory tract infection
Lisinopril,HAS_SIDE_EFFECT,Azotaemia
Lisinopril,HAS_SIDE_EFFECT,Urinary tract infection
Lisinopril,HAS_SIDE_EFFECT,Urethral disorder
Lisinopril,HAS_SIDE_EFFECT,Urinary tract disorder
Lisinopril,HAS_SIDE_EFFECT,Urticaria
Lisinopril,HAS_SIDE_EFFECT,Angiopathy
Lisinopril,HAS_SIDE_EFFECT,Vasculitis
Lisinopril,HAS_SIDE_EFFECT,Ventricular fibrillation
Lisinopril,HAS_SIDE_EFFECT,Ventricular tachycardia
Lisinopril,HAS_SIDE_EFFECT,Vertigo
Lisinopril,HAS_SIDE_EFFECT,Viral infection
Lisinopril,HAS_SIDE_EFFECT,Vomiting
Lisinopril,HAS_SIDE_EFFECT,Weight increased
Lisinopril,HAS_SIDE_EFFECT,Weight decreased
Lisinopril,HAS_SIDE_EFFECT,Wheezing
Lisinopril,HAS_SIDE_EFFECT,Dry mouth
Lisinopril,HAS_SIDE_EFFECT,Chills
Lisinopril,HAS_SIDE_EFFECT,Hepatic failure
Lisinopril,HAS_SIDE_EFFECT,Orthopnoea
Lisinopril,HAS_SIDE_EFFECT,Photophobia
Lisinopril,HAS_SIDE_EFFECT,Oedema peripheral
Lisinopril,HAS_SIDE_EFFECT,Depressive symptom
Lisinopril,HAS_SIDE_EFFECT,Hepatic function abnormal
Lisinopril,HAS_SIDE_EFFECT,Antinuclear antibody positive
Lisinopril,HAS_SIDE_EFFECT,Atrioventricular block complete
Lisinopril,HAS_SIDE_EFFECT,Blood creatinine increased
Lisinopril,HAS_SIDE_EFFECT,Fluid retention
Lisinopril,HAS_SIDE_EFFECT,Generalised oedema
Lisinopril,HAS_SIDE_EFFECT,Red blood cell sedimentation rate increased
Lisinopril,HAS_SIDE_EFFECT,Ventricular extrasystoles
Lisinopril,HAS_SIDE_EFFECT,Injury
Lisinopril,HAS_SIDE_EFFECT,Tendon disorder
Lisinopril,HAS_SIDE_EFFECT,Acute myocardial infarction
Lisinopril,HAS_SIDE_EFFECT,Papillary muscle rupture
Lisinopril,HAS_SIDE_EFFECT,Breath sounds abnormal
Lisinopril,HAS_SIDE_EFFECT,Malnutrition
Lisinopril,HAS_SIDE_EFFECT,Malaise
Lisinopril,HAS_SIDE_EFFECT,Discomfort
Lisinopril,HAS_SIDE_EFFECT,Ill-defined disorder
Lisinopril,HAS_SIDE_EFFECT,Myalgia
Lisinopril,HAS_SIDE_EFFECT,Cardiac fibrillation
Lisinopril,HAS_SIDE_EFFECT,Memory impairment
Lisinopril,HAS_SIDE_EFFECT,Chest discomfort
Lisinopril,HAS_SIDE_EFFECT,Lung infiltration
Lisinopril,HAS_SIDE_EFFECT,Diabetes mellitus
Lisinopril,HAS_SIDE_EFFECT,Erectile dysfunction
Lisinopril,HAS_SIDE_EFFECT,Oropharyngeal discomfort
Lisinopril,HAS_SIDE_EFFECT,Oropharyngeal pain
Lisinopril,HAS_SIDE_EFFECT,Hepatobiliary disease
Lisinopril,HAS_SIDE_EFFECT,Pseudolymphoma
Lisinopril,HAS_SIDE_EFFECT,Anaphylactic shock
Lisinopril,HAS_SIDE_EFFECT,Anaphylactoid reaction
Lisinopril,HAS_SIDE_EFFECT,Diabetic complication
Lisinopril,HAS_SIDE_EFFECT,Vision blurred
Lisinopril,HAS_SIDE_EFFECT,Photosensitivity reaction
Lisinopril,HAS_SIDE_EFFECT,Influenza like illness
Lisinopril,HAS_SIDE_EFFECT,Dysaesthesia
Lisinopril,HAS_SIDE_EFFECT,Painful respiration
Lisinopril,HAS_SIDE_EFFECT,Bradycardia
Lisinopril,HAS_SIDE_EFFECT,Face oedema
Lisinopril,HAS_SIDE_EFFECT,Fluid overload
Lisinopril,HAS_SIDE_EFFECT,Atrial tachycardia
Lisinopril,HAS_SIDE_EFFECT,Renal pain
Lisinopril,HAS_SIDE_EFFECT,Drug interaction
Lisinopril,HAS_SIDE_EFFECT,Cerebral ischaemia
Lisinopril,HAS_SIDE_EFFECT,Hypersomnia
Lisinopril,HAS_SIDE_EFFECT,Insomnia
Lisinopril,HAS_SIDE_EFFECT,Postinfarction angina
Lisinopril,HAS_SIDE_EFFECT,Rhinorrhoea
Lisinopril,HAS_SIDE_EFFECT,Renal impairment
Lisinopril,HAS_SIDE_EFFECT,Renal failure
Lisinopril,HAS_SIDE_EFFECT,Dyspnoea paroxysmal nocturnal
Lisinopril,HAS_SIDE_EFFECT,Somnolence
Lisinopril,HAS_SIDE_EFFECT,Blindness
Protirelin,HAS_SIDE_EFFECT,Anxiety
Protirelin,HAS_SIDE_EFFECT,Somnolence
Protirelin,HAS_SIDE_EFFECT,Epilepsy
Protirelin,HAS_SIDE_EFFECT,Extravasation
Protirelin,HAS_SIDE_EFFECT,Headache
Protirelin,HAS_SIDE_EFFECT,Hypersensitivity
Protirelin,HAS_SIDE_EFFECT,Hypertension
Protirelin,HAS_SIDE_EFFECT,Hypotension
Protirelin,HAS_SIDE_EFFECT,Nausea
Protirelin,HAS_SIDE_EFFECT,Pituitary haemorrhage
Protirelin,HAS_SIDE_EFFECT,Convulsion
Protirelin,HAS_SIDE_EFFECT,Hyperhidrosis
Protirelin,HAS_SIDE_EFFECT,Dizziness
Protirelin,HAS_SIDE_EFFECT,Loss of consciousness
Protirelin,HAS_SIDE_EFFECT,Shock
Protirelin,HAS_SIDE_EFFECT,Syncope
Protirelin,HAS_SIDE_EFFECT,Dry mouth
Protirelin,HAS_SIDE_EFFECT,Abdominal discomfort
Protirelin,HAS_SIDE_EFFECT,Brain injury
Protirelin,HAS_SIDE_EFFECT,Amaurosis
Protirelin,HAS_SIDE_EFFECT,Dysgeusia
Protirelin,HAS_SIDE_EFFECT,Blood pressure fluctuation
Protirelin,HAS_SIDE_EFFECT,Breast enlargement
Protirelin,HAS_SIDE_EFFECT,Paraesthesia
Implanon,HAS_SIDE_EFFECT,Gastrointestinal pain
Implanon,HAS_SIDE_EFFECT,Abdominal pain
Implanon,HAS_SIDE_EFFECT,Abscess
Implanon,HAS_SIDE_EFFECT,Alopecia
Implanon,HAS_SIDE_EFFECT,Angioedema
Implanon,HAS_SIDE_EFFECT,Decreased appetite
Implanon,HAS_SIDE_EFFECT,Anxiety
Implanon,HAS_SIDE_EFFECT,Arthralgia
Implanon,HAS_SIDE_EFFECT,Musculoskeletal discomfort
Implanon,HAS_SIDE_EFFECT,Asthenia
Implanon,HAS_SIDE_EFFECT,Asthma
Implanon,HAS_SIDE_EFFECT,Back pain
Implanon,HAS_SIDE_EFFECT,Mental disorder
Implanon,HAS_SIDE_EFFECT,Breast cancer
Implanon,HAS_SIDE_EFFECT,Constipation
Implanon,HAS_SIDE_EFFECT,Contusion
Implanon,HAS_SIDE_EFFECT,Cough
Implanon,HAS_SIDE_EFFECT,Disturbance in sexual arousal
Implanon,HAS_SIDE_EFFECT,Libido decreased
Implanon,HAS_SIDE_EFFECT,Depression
Implanon,HAS_SIDE_EFFECT,Diarrhoea
Implanon,HAS_SIDE_EFFECT,Dizziness
Implanon,HAS_SIDE_EFFECT,Dysmenorrhoea
Implanon,HAS_SIDE_EFFECT,Dyspepsia
Implanon,HAS_SIDE_EFFECT,Dysuria
Implanon,HAS_SIDE_EFFECT,Oedema
Implanon,HAS_SIDE_EFFECT,Rash
Implanon,HAS_SIDE_EFFECT,Dermatitis
Implanon,HAS_SIDE_EFFECT,Fatigue
Implanon,HAS_SIDE_EFFECT,Body temperature increased
Implanon,HAS_SIDE_EFFECT,Fibrosis
Implanon,HAS_SIDE_EFFECT,Flatulence
Implanon,HAS_SIDE_EFFECT,Gastritis
Implanon,HAS_SIDE_EFFECT,Headache
Implanon,HAS_SIDE_EFFECT,Haematoma
Implanon,HAS_SIDE_EFFECT,Haemorrhage
Implanon,HAS_SIDE_EFFECT,Haemoglobin
Implanon,HAS_SIDE_EFFECT,Hereditary angioedema
Implanon,HAS_SIDE_EFFECT,Hypersensitivity
Implanon,HAS_SIDE_EFFECT,Hypertension
Implanon,HAS_SIDE_EFFECT,Hypertrichosis
Implanon,HAS_SIDE_EFFECT,Vaginal discharge
Implanon,HAS_SIDE_EFFECT,Hepatic neoplasm
Implanon,HAS_SIDE_EFFECT,Breast pain
Implanon,HAS_SIDE_EFFECT,Chloasma
Implanon,HAS_SIDE_EFFECT,Muscle spasms
Implanon,HAS_SIDE_EFFECT,Nausea
Implanon,HAS_SIDE_EFFECT,Neoplasm
Implanon,HAS_SIDE_EFFECT,Nervousness
